N_Illesi,N_Feriti,N_Morti,UnixDate,LAT,LNG
1,0,0,1408665600.0,45.689316,9.650919
0,1,0,1408636800.0,45.693942,9.671075
1,1,0,1408612800.0,45.711671,9.684141
4,0,0,1408650600.0,45.693523,9.648969
3,0,0,1408521600.0,45.697216,9.669938
3,0,0,1408259400.0,45.706401,9.688582
1,1,0,1408270200.0,45.713595,9.675082
2,1,0,1408285800.0,45.688683,9.668178
0,1,0,1408183200.0,45.711480,9.646849
2,0,0,1408215600.0,45.693235,9.674902
1,1,0,1408192500.0,45.687822,9.672162
2,0,0,1408124100.0,45.677958,9.669115
3,0,0,1408096800.0,45.679477,9.700693
1,0,0,1408019700.0,45.689450,9.671492
0,1,0,1407947100.0,45.692131,9.696914
1,1,0,1407831000.0,45.689540,9.706576
1,1,0,1407774900.0,45.690112,9.672663
0,1,0,1407780900.0,45.691050,9.690190
2,0,0,1407724200.0,45.688999,9.670475
5,0,0,1407661800.0,45.682059,9.678329
2,0,0,1407690000.0,45.704821,9.695185
0,2,0,1407661500.0,45.711813,9.667078
4,1,0,1407576600.0,45.714115,9.685360
1,1,0,1407580800.0,45.688083,9.667477
6,0,0,1407606300.0,45.688805,9.670486
1,1,0,1407538800.0,45.693512,9.675621
0,0,0,1407578400.0,45.685220,9.674639
3,0,0,1407558600.0,45.686995,9.664426
1,1,0,1407480000.0,45.675580,9.682251
1,0,0,1407519000.0,45.698747,9.688542
0,2,0,1407534300.0,45.704712,9.685010
3,0,0,1407490800.0,45.704877,9.695086
1,0,0,1407527700.0,45.701557,9.672773
4,1,0,1407505200.0,45.688005,9.667476
1,1,0,1407416700.0,45.683764,9.664318
1,1,0,1407421020.0,45.676354,9.671348
3,0,0,1407393000.0,45.675609,9.669115
1,1,0,1407407100.0,45.692232,9.691361
4,0,0,1407435600.0,45.703713,9.672529
0,7,0,1407336900.0,45.682785,9.662123
1,0,0,1407239400.0,45.689503,9.679608
2,2,0,1407255300.0,45.676681,9.671266
1,1,0,1407132300.0,45.698241,9.655573
3,0,0,1407146400.0,45.713107,9.669706
0,1,0,1407186000.0,45.704506,9.671710
2,1,0,1407089400.0,45.693108,9.666497
4,2,0,1407020400.0,45.695817,9.660276
3,0,0,1407063600.0,45.698695,9.672300
2,0,0,1407075300.0,45.711113,9.688368
3,0,0,1406981400.0,45.692350,9.672807
2,1,0,1406994000.0,45.698340,9.669725
2,1,0,1407011400.0,45.705582,9.696746
1,0,0,1406871600.0,45.695545,9.664616
0,1,0,1406903400.0,45.690585,9.663461
2,0,0,1406883600.0,45.687296,9.670957
0,2,0,1406799000.0,45.671974,9.661623
1,1,0,1406818200.0,45.685162,9.662555
1,0,0,1406722500.0,45.692218,9.653533
0,1,0,1406722800.0,45.675887,9.669926
1,3,0,1406729400.0,45.688512,9.669235
2,0,0,1406734200.0,45.675794,9.672784
0,1,0,1406739600.0,45.695711,9.673618
0,1,0,1406748900.0,45.693100,9.679715
0,1,0,1406709900.0,45.693929,9.676591
0,1,0,1406671500.0,45.684434,9.674358
2,0,0,1406657100.0,45.682104,9.629391
3,1,0,1406653200.0,45.690744,9.630356
2,0,0,1406626200.0,45.688971,9.670560
1,0,0,1406627400.0,45.694869,9.672068
2,1,0,1406643000.0,45.699821,9.678679
1,1,0,1406650200.0,45.686456,9.630367
1,0,0,1406627400.0,45.692736,9.658753
1,0,0,1406625300.0,45.697037,9.670263
2,2,0,1406564400.0,45.704026,9.677773
0,1,0,1406568600.0,45.684498,9.659112
2,1,0,1406558400.0,45.675012,9.678894
2,2,0,1406528100.0,45.691637,9.690695
1,1,0,1406448000.0,45.697165,9.676375
0,2,0,1406374200.0,45.675478,9.646387
3,0,0,1406393400.0,45.684714,9.675247
3,0,0,1406367000.0,45.706044,9.696783
0,1,0,1406374200.0,45.675599,9.646100
0,1,0,1406339100.0,45.681845,9.678482
1,1,0,1406270700.0,45.696250,9.630935
0,2,0,1406281500.0,45.701249,9.672881
1,1,0,1406308800.0,45.691610,9.663054
1,1,0,1406290920.0,45.684583,9.662504
3,2,0,1406212200.0,45.667183,9.636185
2,1,0,1406186700.0,45.689532,9.706700
2,2,0,1406190600.0,45.687569,9.712171
0,2,0,1406191200.0,45.711992,9.670301
3,0,0,1406193300.0,45.694197,9.649909
0,0,0,1406215800.0,45.686717,9.671194
1,1,0,1406116800.0,45.690736,9.710735
2,0,0,1406094600.0,45.692225,9.653759
2,1,0,1406089800.0,45.706247,9.698147
1,1,0,1406111700.0,45.691019,9.700974
1,2,0,1406127000.0,45.694114,9.670388
2,4,0,1406043600.0,45.691280,9.625642
1,0,0,1406022000.0,45.687035,9.686747
0,1,0,1405943700.0,45.694779,9.682917
1,5,0,1405941300.0,45.694405,9.677737
1,1,0,1405953000.0,45.702160,9.681413
2,0,0,1405955700.0,45.692328,9.664549
2,0,0,1405926300.0,45.680746,9.672733
3,0,0,1405927800.0,45.678042,9.687448
1,1,0,1405936200.0,45.692919,9.657390
2,1,0,1405939200.0,45.677564,9.684465
1,0,0,1405972800.0,45.706362,9.657488
1,1,0,1405835400.0,45.688944,9.670238
2,0,0,1405671900.0,45.685200,9.657371
5,0,0,1405717200.0,45.676859,9.667914
1,1,0,1405672500.0,45.694742,9.688015
3,0,0,1405714800.0,45.671905,9.641477
0,1,0,1405583400.0,45.691764,9.691002
5,0,0,1405627200.0,45.687984,9.667424
4,0,0,1405608300.0,45.685174,9.659600
3,1,0,1405616400.0,45.688350,9.663108
2,0,0,1405528800.0,45.693559,9.692449
1,1,0,1405527300.0,45.689081,9.694646
1,0,0,1405528200.0,45.705336,9.685922
3,0,0,1405442100.0,45.682093,9.678709
1,1,0,1405409580.0,45.688948,9.670441
2,0,0,1405351800.0,45.701982,9.672187
0,0,0,1405364700.0,45.691199,9.692738
1,1,0,1405336800.0,45.704026,9.694244
2,2,0,1405339500.0,45.677917,9.669096
1,1,0,1405350000.0,45.683256,9.655545
3,0,0,1405322100.0,45.687891,9.682280
1,2,0,1405327200.0,45.704006,9.694897
0,0,0,1405333200.0,45.693389,9.671931
4,0,0,1405167300.0,45.688817,9.655940
1,1,0,1405180800.0,45.690605,9.630167
1,1,0,1405147500.0,45.688007,9.667483
1,1,0,1405059300.0,45.679010,9.661586
2,0,0,1405061100.0,45.689697,9.672033
2,0,0,1405080000.0,45.698535,9.655067
2,0,0,1405086300.0,45.687763,9.671946
2,0,0,1404990900.0,45.689240,9.654433
8,0,0,1405007400.0,45.693715,9.671341
2,0,0,1405011600.0,45.688742,9.661973
1,1,0,1405019700.0,45.694670,9.654623
0,3,0,1404967500.0,45.705605,9.684568
1,1,0,1404973800.0,45.687754,9.673633
1,1,0,1404978300.0,45.697389,9.658894
1,0,0,1404903000.0,45.702138,9.665210
0,0,0,1404921600.0,45.705044,9.683417
1,1,0,1404928800.0,45.696852,9.682054
3,0,0,1404811800.0,45.698683,9.660766
1,0,0,1404812700.0,45.703325,9.671314
1,0,0,1404804000.0,45.694240,9.669778
1,1,0,1404816780.0,45.694758,9.671866
4,0,0,1404738900.0,45.686566,9.662960
1,1,0,1404740100.0,45.712325,9.670552
2,0,0,1404599400.0,45.687925,9.667445
0,2,0,1404630600.0,45.696095,9.674463
2,1,0,1404582300.0,45.693978,9.676736
1,0,0,1404552600.0,45.695092,9.664561
0,2,0,1404570900.0,45.696720,9.625904
0,1,0,1404541800.0,45.689212,9.656042
1,0,0,1404529200.0,45.704343,9.678706
0,1,0,1404557100.0,45.699260,9.667674
2,0,0,1404472200.0,45.704084,9.694239
1,1,0,1404459000.0,45.695065,9.672655
0,1,0,1404433500.0,45.688189,9.660035
2,1,0,1404460800.0,45.702224,9.681440
2,0,0,1404370800.0,45.675753,9.685613
3,0,0,1404371400.0,45.676942,9.684383
3,0,0,1404385800.0,45.694173,9.670721
1,1,0,1404394200.0,45.684503,9.641688
1,0,0,1404399600.0,45.687290,9.656121
1,1,0,1404404400.0,45.693621,9.652051
1,2,0,1404407700.0,45.700992,9.665599
0,2,0,1404409500.0,45.712591,9.666246
0,2,0,1404407700.0,45.681221,9.639857
2,0,0,1404414000.0,45.692330,9.660407
1,0,0,1404408600.0,45.700617,9.665751
1,1,0,1404296100.0,45.699100,9.667827
1,1,0,1404296100.0,45.706820,9.625815
1,1,0,1404206400.0,45.689075,9.661532
1,2,0,1404225900.0,45.680440,9.672757
1,0,0,1404226800.0,45.685269,9.679124
3,0,0,1404237000.0,45.706080,9.687761
4,0,0,1404226800.0,45.679619,9.697962
2,1,0,1404231300.0,45.696456,9.683222
2,1,0,1404237000.0,45.687996,9.667458
3,0,0,1404197100.0,45.700575,9.679323
5,0,0,1404214200.0,45.675593,9.672188
1,0,0,1404124200.0,45.694281,9.675466
2,0,0,1404134400.0,45.694755,9.681248
1,2,0,1404134400.0,45.687218,9.665114
4,0,0,1404136800.0,45.687750,9.672174
1,1,0,1404143100.0,45.679177,9.673665
1,1,0,1404144600.0,45.682213,9.662090
2,1,0,1404149400.0,45.712648,9.684650
1,1,0,1404156600.0,45.708993,9.672251
0,1,0,1404164580.0,45.687094,9.693008
2,0,0,1404139200.0,45.687497,9.650112
0,1,0,1404147600.0,45.704281,9.671820
3,1,0,1403993400.0,45.706340,9.677380
3,0,0,1404035100.0,45.690053,9.672743
0,0,0,1404068040.0,45.697137,9.676370
0,3,0,1404033600.0,45.682001,9.677976
4,0,0,1403943300.0,45.686021,9.668797
3,0,0,1403965800.0,45.675145,9.645378
0,1,0,1403971800.0,45.701650,9.672817
6,0,0,1403973000.0,45.681437,9.679155
1,1,0,1403976600.0,45.688736,9.696212
1,0,0,1403992500.0,45.686821,9.686312
2,0,0,1403852700.0,45.679872,9.697094
0,1,0,1403898300.0,45.692754,9.673682
3,0,0,1403884800.0,45.695350,9.685772
1,0,0,1403803200.0,45.693188,9.659270
1,1,0,1403776500.0,45.694236,9.670720
1,0,0,1403801100.0,45.679306,9.649140
4,1,0,1403811600.0,45.704739,9.685052
2,0,0,1403688480.0,45.703970,9.677556
1,1,0,1403707500.0,45.718114,9.658745
1,0,0,1403687700.0,45.676758,9.670015
2,0,0,1403677200.0,45.701030,9.681962
3,0,0,1403706600.0,45.680439,9.696094
1,0,0,1403704800.0,45.685062,9.683223
1,0,0,1403687700.0,45.696004,9.652274
1,1,0,1403713800.0,45.670005,9.660827
2,0,0,1403685000.0,45.693242,9.658921
1,0,0,1403613000.0,45.686550,9.662951
2,0,0,1403618400.0,45.677256,9.649458
1,1,0,1403615700.0,45.695449,9.666702
1,1,0,1403613300.0,45.680169,9.672720
1,1,0,1403623500.0,45.693418,9.647293
1,1,0,1403627700.0,45.676621,9.671281
1,1,0,1403633400.0,45.710046,9.675827
1,1,0,1403544000.0,45.680436,9.672734
1,0,0,1403541600.0,45.698853,9.677868
1,0,0,1403524140.0,45.700838,9.665896
1,0,0,1403517600.0,45.689959,9.668566
1,1,0,1403509200.0,45.696340,9.668330
2,0,0,1403537400.0,45.693901,9.643698
2,0,0,1403448300.0,45.690468,9.694554
2,0,0,1403437800.0,45.693571,9.692339
1,0,0,1403416800.0,45.711153,9.625880
3,0,0,1403423700.0,45.700567,9.679324
1,1,0,1403365200.0,45.691208,9.674511
2,0,0,1403353800.0,45.677783,9.670339
1,0,0,1403348400.0,45.692024,9.655644
0,1,0,1403362500.0,45.676421,9.666427
1,1,0,1403329200.0,45.687418,9.693635
1,0,0,1403345100.0,45.688995,9.663199
1,1,0,1403277600.0,45.700567,9.679324
1,0,0,1403280000.0,45.705477,9.682541
2,0,0,1403261100.0,45.677969,9.669105
2,0,0,1403284500.0,45.708172,9.678509
0,2,0,1403176200.0,45.691869,9.697966
2,1,0,1403183100.0,45.688917,9.656047
1,1,0,1403185800.0,45.686599,9.662672
2,1,0,1403183700.0,45.686994,9.656804
1,1,0,1403071500.0,45.695452,9.682000
4,0,0,1403074800.0,45.708586,9.679208
4,0,0,1403091900.0,45.696722,9.670612
1,0,0,1403103300.0,45.705504,9.682662
0,1,0,1403110200.0,45.703930,9.676725
0,1,0,1402984800.0,45.693771,9.676097
2,0,0,1403010900.0,45.694483,9.645779
1,2,0,1403017800.0,45.705940,9.689681
0,2,0,1403023500.0,45.688356,9.663099
2,0,0,1402924200.0,45.676207,9.660884
2,1,0,1402932900.0,45.680572,9.680109
2,0,0,1402903800.0,45.686512,9.673112
3,0,0,1402925400.0,45.703916,9.694630
1,0,0,1402926900.0,45.682162,9.678169
1,1,0,1402935300.0,45.708589,9.693496
1,1,0,1402953600.0,45.670944,9.661220
5,0,0,1402825500.0,45.693736,9.631100
1,1,0,1402846800.0,45.688230,9.654993
1,1,0,1402849200.0,45.693514,9.692612
0,2,0,1402765200.0,45.689607,9.706657
4,0,0,1402776000.0,45.677914,9.672581
1,1,0,1402741800.0,45.691909,9.697566
1,0,0,1402757700.0,45.695118,9.669709
1,1,0,1402732800.0,45.692897,9.657372
2,1,0,1402736400.0,45.690852,9.687190
0,1,0,1402739400.0,45.693593,9.692322
1,1,0,1402652400.0,45.685494,9.662649
1,0,0,1402688400.0,45.692436,9.639951
2,0,0,1402655100.0,45.689549,9.706648
2,0,0,1402674600.0,45.676319,9.646737
1,0,0,1402498800.0,45.672909,9.662131
2,1,0,1402509600.0,45.694092,9.709200
2,1,0,1402511100.0,45.686948,9.692216
2,1,0,1402379400.0,45.675794,9.653439
2,0,0,1402392000.0,45.700595,9.688620
1,0,0,1402414200.0,45.694402,9.658757
3,1,0,1402417800.0,45.689483,9.665275
2,1,0,1402421280.0,45.686776,9.670489
3,0,0,1402392480.0,45.675917,9.660205
0,1,0,1402418700.0,45.679716,9.694827
1,0,0,1402302600.0,45.693912,9.691125
4,0,0,1402293600.0,45.681851,9.678385
4,0,0,1402301700.0,45.690138,9.689632
1,1,0,1402327800.0,45.698865,9.677827
2,0,0,1402326000.0,45.694629,9.655122
5,0,0,1402229400.0,45.704540,9.677663
2,0,0,1402248600.0,45.692273,9.677053
1,2,0,1402261200.0,45.684842,9.641993
1,0,0,1402257600.0,45.694297,9.689693
1,1,0,1402220700.0,45.702157,9.686666
3,0,0,1402146000.0,45.692305,9.672911
1,1,0,1402134300.0,45.694514,9.647154
2,0,0,1402150800.0,45.685767,9.675018
0,2,0,1402122300.0,45.705606,9.669017
2,1,0,1402131600.0,45.687765,9.672912
1,1,0,1402048200.0,45.696641,9.675540
1,0,0,1402057500.0,45.697478,9.684246
2,0,0,1402067400.0,45.693226,9.693511
1,1,0,1402075800.0,45.691089,9.710771
1,0,0,1402039500.0,45.675771,9.670999
2,0,0,1402069500.0,45.695887,9.655645
3,0,0,1402036500.0,45.701527,9.677913
3,1,0,1402041300.0,45.685016,9.641703
1,1,0,1401919200.0,45.687682,9.666477
1,1,0,1401981600.0,45.706391,9.688565
3,0,0,1401990300.0,45.682708,9.677290
1,0,0,1401958800.0,45.704451,9.680985
1,1,0,1401968400.0,45.680429,9.661811
2,1,0,1401975000.0,45.679430,9.660625
3,0,0,1401976800.0,45.690360,9.667839
2,0,0,1401983400.0,45.686802,9.662517
3,1,0,1401987900.0,45.698087,9.666294
1,1,0,1401867000.0,45.693341,9.646146
3,0,0,1401911400.0,45.695530,9.666721
3,0,0,1401879900.0,45.689044,9.650121
1,0,0,1401886800.0,45.691073,9.672846
0,1,0,1401889500.0,45.697347,9.670019
0,2,0,1401875100.0,45.676943,9.661288
2,0,0,1401871800.0,45.704066,9.694855
2,0,0,1401897600.0,45.690328,9.630839
1,1,0,1401772800.0,45.685173,9.642023
1,1,0,1401792900.0,45.689549,9.706658
2,0,0,1401792300.0,45.677933,9.669099
5,1,0,1401810300.0,45.685126,9.683609
3,1,0,1401810600.0,45.698182,9.694715
1,1,0,1401814200.0,45.693377,9.645420
3,1,0,1401815700.0,45.679665,9.681687
1,0,0,1401819300.0,45.690559,9.671818
1,1,0,1401812400.0,45.693496,9.692438
2,0,0,1401725400.0,45.700567,9.679324
1,1,0,1401727800.0,45.715763,9.664458
1,1,0,1401729300.0,45.680396,9.646099
1,0,0,1401724800.0,45.691173,9.672974
3,2,0,1401707700.0,45.680901,9.698301
1,0,0,1401722100.0,45.695498,9.685821
0,4,0,1401654240.0,45.673838,9.650800
2,0,0,1401656400.0,45.681951,9.678631
1,2,0,1401630600.0,45.702391,9.666071
1,0,0,1401637500.0,45.690783,9.691246
1,1,0,1401518700.0,45.709963,9.702791
2,0,0,1401524400.0,45.688740,9.709538
5,1,0,1401532200.0,45.679083,9.637612
2,0,0,1401537000.0,45.693395,9.652621
2,2,0,1401546600.0,45.693555,9.692367
1,0,0,1401526800.0,45.695210,9.672747
5,0,0,1401541500.0,45.701281,9.686309
5,0,0,1401537900.0,45.687323,9.661736
0,1,0,1401451500.0,45.690217,9.630729
1,1,0,1401430500.0,45.676029,9.662264
1,0,0,1401434400.0,45.697706,9.667682
1,1,0,1401450000.0,45.708866,9.677372
3,0,0,1401457200.0,45.706883,9.653825
2,0,0,1401453900.0,45.704085,9.694239
1,1,0,1401479100.0,45.675867,9.671487
4,0,0,1401359400.0,45.690161,9.672583
1,1,0,1401345900.0,45.672778,9.659514
1,1,0,1401350400.0,45.705590,9.686654
0,1,0,1401381600.0,45.717318,9.674521
1,1,0,1401388200.0,45.687984,9.667423
2,1,0,1401267300.0,45.695923,9.667642
2,0,0,1401294600.0,45.676021,9.658842
1,1,0,1401301500.0,45.685217,9.657405
3,0,0,1401292800.0,45.709550,9.682379
3,3,0,1401294000.0,45.683132,9.679895
3,0,0,1401285000.0,45.695542,9.626646
0,4,0,1401287700.0,45.720123,9.650876
1,1,0,1401258000.0,45.693531,9.708903
1,1,0,1401291000.0,45.678323,9.669522
1,1,0,1401300000.0,45.693054,9.657401
1,3,0,1401182340.0,45.681599,9.677159
1,0,0,1401165900.0,45.696020,9.693790
1,0,0,1401172200.0,45.700224,9.666597
1,1,0,1401183660.0,45.696783,9.676677
3,0,0,1401202800.0,45.684364,9.656607
2,0,0,1401183000.0,45.690837,9.710815
5,0,0,1401093000.0,45.663745,9.658398
2,0,0,1401100200.0,45.687888,9.671738
1,0,0,1401031800.0,45.677242,9.672555
1,0,0,1401021900.0,45.688758,9.708735
1,0,0,1401031800.0,45.680615,9.643324
1,0,0,1401031200.0,45.705427,9.669563
2,0,0,1400912700.0,45.692992,9.650897
3,0,0,1400916600.0,45.711912,9.689578
2,1,0,1400918400.0,45.690520,9.647592
1,1,0,1400914200.0,45.689420,9.661120
1,1,0,1400949000.0,45.712513,9.700800
0,0,0,1400848200.0,45.688257,9.669356
1,1,0,1400852700.0,45.685779,9.642314
1,1,0,1400857800.0,45.694402,9.677733
1,1,0,1400868300.0,45.686762,9.662504
3,0,0,1400877300.0,45.690976,9.674875
0,0,0,1400859600.0,45.693535,9.687778
3,0,0,1400830200.0,45.678785,9.638104
1,0,0,1400838300.0,45.710394,9.696583
2,0,0,1400763000.0,45.691283,9.675522
1,1,0,1400745000.0,45.675164,9.645333
1,1,0,1400652000.0,45.675343,9.645615
3,0,0,1400659200.0,45.699103,9.667863
2,1,0,1400676900.0,45.717319,9.683008
1,1,0,1400683200.0,45.685171,9.641851
1,0,0,1400667600.0,45.704287,9.695331
2,0,0,1400656800.0,45.688699,9.709579
1,1,0,1400683200.0,45.688998,9.670562
0,2,0,1400598000.0,45.692930,9.674248
4,0,0,1400598900.0,45.692329,9.691430
5,0,0,1400604900.0,45.681951,9.643341
1,0,0,1400594400.0,45.692399,9.664269
3,0,0,1400484300.0,45.704762,9.694199
1,1,0,1400495100.0,45.686051,9.668760
3,1,0,1400499600.0,45.693522,9.692590
0,1,0,1400511000.0,45.684545,9.686913
1,1,0,1400516700.0,45.685318,9.657514
0,0,0,1400485800.0,45.689039,9.656972
2,0,0,1400337900.0,45.682739,9.699100
6,1,0,1400363100.0,45.703190,9.677645
1,1,0,1400333820.0,45.694751,9.688670
1,1,0,1400230800.0,45.686263,9.658193
2,0,0,1400259600.0,45.691039,9.675777
2,1,0,1400240400.0,45.684367,9.681968
2,0,0,1400222100.0,45.696713,9.670622
3,0,0,1400130060.0,45.681851,9.678385
1,1,0,1400140800.0,45.693561,9.649805
3,0,0,1400158200.0,45.691159,9.674205
2,0,0,1400142000.0,45.688525,9.664535
3,0,0,1400158800.0,45.698788,9.672453
0,3,0,1400163300.0,45.673318,9.673752
2,2,0,1400171400.0,45.684503,9.641688
1,2,0,1400057100.0,45.685062,9.683223
2,1,0,1400053200.0,45.705864,9.687306
4,0,0,1400058720.0,45.686056,9.668763
1,1,0,1400081700.0,45.695660,9.669121
1,1,0,1400091900.0,45.681667,9.677955
2,0,0,1399992900.0,45.699382,9.685502
3,2,0,1399996800.0,45.687541,9.666083
0,0,0,1400007300.0,45.694995,9.665265
2,1,0,1400011200.0,45.704805,9.695186
1,1,0,1399963500.0,45.666878,9.659648
1,0,0,1399965900.0,45.701764,9.696006
0,1,0,1399963980.0,45.694195,9.670745
1,1,0,1399978200.0,45.676505,9.685410
1,1,0,1399896900.0,45.681486,9.661980
5,0,0,1399879800.0,45.683431,9.680495
1,1,0,1399897200.0,45.693527,9.692592
2,0,0,1399902300.0,45.695855,9.671034
0,0,0,1399842000.0,45.688139,9.652870
1,0,0,1399809600.0,45.703025,9.680880
2,0,0,1399806600.0,45.688015,9.667478
2,0,0,1399819200.0,45.691347,9.674022
2,0,0,1399725900.0,45.693230,9.687399
2,0,0,1399700100.0,45.704102,9.694237
2,1,0,1399638000.0,45.698021,9.656091
3,0,0,1399639500.0,45.704779,9.695168
2,1,0,1399614600.0,45.693333,9.675150
1,0,0,1399626000.0,45.703244,9.674914
1,1,0,1399648800.0,45.707964,9.691901
4,1,0,1399668000.0,45.670851,9.661143
2,0,0,1399668300.0,45.701334,9.677943
1,1,0,1399542600.0,45.688793,9.653545
1,1,0,1399536600.0,45.688299,9.663168
1,1,0,1399447200.0,45.670544,9.664023
1,1,0,1399471200.0,45.706391,9.679523
3,0,0,1399474200.0,45.695380,9.666739
2,1,0,1399453200.0,45.692136,9.648226
1,1,0,1399448100.0,45.690504,9.647553
0,2,0,1399390200.0,45.702047,9.667735
2,1,0,1399406700.0,45.715771,9.664486
0,1,0,1399357200.0,45.718054,9.665413
0,1,0,1399357200.0,45.717031,9.668410
4,2,0,1399354200.0,45.676304,9.665771
2,0,0,1399365600.0,45.677116,9.671192
2,0,0,1399358400.0,45.704562,9.695340
2,0,0,1399275300.0,45.701970,9.683859
2,0,0,1399293900.0,45.687937,9.671803
2,0,0,1399305300.0,45.689002,9.670570
4,0,0,1399311000.0,45.689139,9.656032
1,1,0,1399199400.0,45.680394,9.675815
0,1,0,1399197900.0,45.711090,9.683599
5,0,0,1399205400.0,45.694390,9.674957
1,1,0,1399196700.0,45.709853,9.693842
1,1,0,1399123800.0,45.699827,9.678631
2,1,0,1399144800.0,45.682390,9.640484
4,0,0,1399140300.0,45.693494,9.675626
0,3,0,1399151700.0,45.676095,9.661449
3,0,0,1399110600.0,45.704492,9.627616
1,0,0,1399111200.0,45.719607,9.660531
3,0,0,1399029000.0,45.676442,9.685329
0,1,0,1399040220.0,45.697174,9.676344
4,0,0,1399012800.0,45.694001,9.676806
2,0,0,1399015800.0,45.677809,9.648532
2,1,0,1399044000.0,45.690816,9.700996
0,2,0,1399012800.0,45.696808,9.675888
1,1,0,1399050000.0,45.697383,9.667082
3,0,0,1399049400.0,45.675682,9.682435
2,0,0,1398957000.0,45.690922,9.656738
1,0,0,1398958200.0,45.674300,9.661825
1,2,0,1398853800.0,45.679759,9.672701
1,1,0,1398854700.0,45.690327,9.703685
2,1,0,1398873600.0,45.706559,9.698481
2,0,0,1398858300.0,45.691976,9.663706
1,0,0,1398844800.0,45.692447,9.656075
4,0,0,1398877800.0,45.694403,9.671065
1,1,0,1398882600.0,45.705692,9.690602
2,0,0,1398853800.0,45.685062,9.683223
1,1,0,1398857400.0,45.692049,9.630611
0,2,0,1398751800.0,45.687752,9.672006
1,1,0,1398754200.0,45.688350,9.663108
1,0,1,1398762000.0,45.682758,9.698771
4,0,0,1398753000.0,45.693417,9.692417
1,0,0,1398779400.0,45.687383,9.659292
2,0,0,1398785400.0,45.692381,9.672753
1,1,0,1398800400.0,45.698864,9.677825
2,0,0,1398663000.0,45.696346,9.675027
1,1,0,1398672600.0,45.695839,9.683995
2,0,0,1398680400.0,45.675559,9.669973
0,1,0,1398680100.0,45.697136,9.664370
1,1,0,1398690900.0,45.692325,9.659006
3,0,0,1398697680.0,45.675037,9.679010
4,1,0,1398705600.0,45.676280,9.666760
1,0,0,1398663000.0,45.681511,9.635924
4,1,0,1398602700.0,45.719631,9.660517
1,1,0,1398533400.0,45.695924,9.672711
4,0,0,1398547200.0,45.689157,9.670882
5,0,0,1398547800.0,45.672702,9.676490
5,0,0,1398419700.0,45.694560,9.678487
0,0,0,1398360600.0,45.683931,9.675105
0,0,0,1398304800.0,45.675149,9.662869
1,1,0,1398353400.0,45.708101,9.679585
2,0,0,1398362400.0,45.686717,9.671194
4,0,0,1398364800.0,45.704482,9.664973
3,0,0,1398366900.0,45.687977,9.667437
1,0,0,1398375000.0,45.696571,9.670773
1,1,0,1398337800.0,45.698422,9.665900
1,2,0,1398343200.0,45.696258,9.682956
1,1,0,1398348180.0,45.688310,9.663099
1,1,0,1398257100.0,45.681303,9.667341
3,0,0,1398268800.0,45.675146,9.645364
1,1,0,1398230100.0,45.680072,9.639488
2,1,0,1398186600.0,45.685061,9.657503
3,0,0,1398160800.0,45.695498,9.693667
0,0,0,1398168000.0,45.691891,9.647413
4,1,0,1398177000.0,45.681084,9.639837
2,0,0,1398064500.0,45.693590,9.692326
3,1,0,1398067200.0,45.677535,9.685254
2,1,0,1398087000.0,45.675450,9.667675
6,2,0,1398091800.0,45.687658,9.666413
1,1,0,1398006600.0,45.700886,9.665370
3,2,0,1398024000.0,45.715787,9.673088
4,0,0,1397927400.0,45.700764,9.665162
6,1,0,1397942100.0,45.693522,9.648974
3,4,0,1397911500.0,45.712175,9.691488
1,1,0,1397893500.0,45.697122,9.676334
6,0,0,1397913000.0,45.693581,9.669041
1,0,0,1397847600.0,45.686346,9.673350
1,1,0,1397814300.0,45.704118,9.684148
2,1,0,1397832000.0,45.698225,9.677898
3,1,0,1397722800.0,45.708025,9.680973
0,1,0,1397727900.0,45.680718,9.670019
1,1,0,1397751600.0,45.682758,9.698649
0,1,0,1397626200.0,45.679098,9.638437
2,0,0,1397642400.0,45.706410,9.657625
1,1,0,1397653200.0,45.698395,9.665929
3,0,0,1397664000.0,45.693212,9.651846
4,0,0,1397669400.0,45.696586,9.683299
1,1,0,1397627100.0,45.691134,9.690220
1,4,0,1397569260.0,45.702942,9.672086
0,2,0,1397578500.0,45.692567,9.630655
4,0,0,1397585700.0,45.695523,9.693686
1,4,0,1397595000.0,45.687985,9.667429
2,0,0,1397548800.0,45.689237,9.646821
0,1,0,1397567400.0,45.684138,9.662397
1,1,0,1397566800.0,45.700102,9.674744
3,0,0,1397571600.0,45.695514,9.693695
1,1,0,1397580000.0,45.697129,9.681709
2,1,0,1397484900.0,45.682020,9.677800
0,2,0,1397493000.0,45.704693,9.678080
2,0,0,1397494800.0,45.704800,9.695160
2,0,0,1397457000.0,45.694220,9.670736
1,1,0,1397468100.0,45.691893,9.663288
2,1,0,1397413200.0,45.693418,9.647293
1,0,0,1397423700.0,45.677193,9.684619
2,0,0,1397386800.0,45.682236,9.678413
0,0,0,1397393100.0,45.687842,9.666901
3,1,0,1397403000.0,45.694837,9.693040
3,0,0,1397303100.0,45.680654,9.670313
2,2,0,1397311200.0,45.686501,9.661814
6,0,0,1397316600.0,45.700476,9.685982
3,1,0,1397297700.0,45.689503,9.679608
1,1,0,1397296200.0,45.688164,9.664374
1,0,0,1397217600.0,45.687282,9.662932
1,1,0,1397213400.0,45.676792,9.647262
2,0,0,1397219400.0,45.697171,9.686574
